sensor_1,sensor_2,sensor_3,sensor_4,timestamp,is_anomaly
0.24835707650561634,-0.6784947304872218,0.3482862476668184,,2024-01-01 00:00:00,0.0
-0.006300710930002812,-0.24166926363688984,0.6316098402024849,17.890028706126255,2024-01-01 00:01:00,0.0
0.44950466788387233,-0.46973058382845545,-0.3049100056030063,18.82594318741483,2024-01-01 00:02:00,0.0
0.9499993253580944,0.30186896029579224,0.27467421616073195,,2024-01-01 00:03:00,0.0
0.13422426707170682,1.4524001223607605,-1.2154084594158863,22.048324653213758,,0.0
0.19703911230669263,-0.45208955949463775,-1.8695927851762149,21.388271886743528,2024-01-01 00:05:00,0.0
1.166508234453041,1.3834545254080777,-3.8686805980740226,17.64135040310503,2024-01-01 00:06:00,0.0
0.8233985477551033,-0.3354160895931718,-2.310054081111208,19.256575475668694,2024-01-01 00:07:00,
0.26770598883021945,-0.3378186382408097,-2.5416035750565036,20.152751177405133,2024-01-01 00:08:00,0.0
0.8364653666132276,1.3918765427106217,-0.37471954024019194,19.475585751107,,0.0
0.3961963488869026,1.558602545829138,0.4282303862793031,19.46140954826341,2024-01-01 00:10:00,0.0
0.45773538035892936,1.5513613901858445,0.8763285996303276,16.554513350691458,2024-01-01 00:11:00,0.0
0.8742491910623442,-0.5526694626143558,0.2901009053493283,17.69453169772072,2024-01-01 00:12:00,0.0
-0.14073400664732338,0.36023484790236726,-0.7562491303380917,19.194120301721455,2024-01-01 00:13:00,0.0
0.01605304925091522,1.7121038868797016,,13.813548650109675,2024-01-01 00:14:00,0.0
0.6599393685646568,0.9934484134925177,-0.3047915657141286,21.28128864001971,2024-01-01 00:15:00,
0.4972015883449371,,-1.6440618811994296,17.25464180057786,2024-01-01 00:16:00,0.0
,1.5353534887357148,-3.160920297707748,21.373676266530275,2024-01-01 00:17:00,0.0
0.6745518109742115,0.4245465457554354,-4.119624026851332,21.19783200894182,2024-01-01 00:18:00,0.0
0.4848197502810515,2.996019833510835,-2.298656801585101,,2024-01-01 00:19:00,0.0
1.9861567201038195,2.8082908982425323,-0.08537888357379719,22.001096651403074,2024-01-01 00:20:00,0.0
,1.9293049578050518,0.11961026373511263,21.486394689849867,2024-01-01 00:21:00,0.0
1.4116670091903423,2.7477663823563994,0.268553059976401,19.38207705833072,2024-01-01 00:22:00,0.0
0.7277337324157933,1.5128876624732615,-0.06776731185312007,19.156480769616604,2024-01-01 00:23:00,0.0
1.2300645289449794,2.2746454022601905,-1.0022526601626223,22.194465571328713,2024-01-01 00:24:00,0.0
,3.0478052671768117,0.37292639744462175,20.464027678815327,2024-01-01 00:25:00,0.0
1.0508748632376848,1.8762167308303606,2.246502791341758,22.089394336736284,2024-01-01 00:26:00,0.0
,1.4359105511006494,,15.222051851294527,2024-01-01 00:27:00,0.0
1.4499112447933578,0.04659265769546961,1.2702453270778706,20.196970194038926,2024-01-01 00:28:00,0.0
1.6662107613747352,1.7279258678447595,0.8203790263677027,16.845181826061253,2024-01-01 00:29:00,0.0
1.5729598397425475,2.694045947985701,0.4001399515027255,19.948422985026475,2024-01-01 00:30:00,0.0
2.861633772763071,2.875528905176635,1.5860482069325876,21.42764041669177,2024-01-01 00:31:00,0.0
1.9903511927751032,2.493233399904422,0.2740866615664659,23.478280291498205,2024-01-01 00:32:00,0.0
1.5297706232208632,1.506233083606073,0.7405563525027721,18.12366654312563,2024-01-01 00:33:00,0.0
,0.12905633601882993,1.4687944598086378,18.948590389396035,2024-01-01 00:34:00,0.0
1.5710105889799144,1.6686813598206285,1.3266432862068185,19.808934185848926,2024-01-01 00:35:00,0.0
2.3471394069961895,1.917233962200713,2.219711113193591,18.05093779707622,2024-01-01 00:36:00,0.0
1.324059204826018,1.9659871132601467,2.367362953731041,21.957119457578514,2024-01-01 00:37:00,0.0
1.7008969457880312,2.954455660085363,3.5844928748871534,19.859810909268752,,0.0
2.524422925888636,4.3781960718415025,2.062287569961299,20.243914046752092,2024-01-01 00:39:00,0.0
2.8561321616462534,2.5722975723496697,1.7135123089544297,21.240346253548317,2024-01-01 00:40:00,0.0
2.633391397428806,2.287904918584996,1.641699166103395,19.856576967249183,2024-01-01 00:41:00,0.0
2.5505909217048495,2.300894195174711,-1.0305082183679541,18.36492174364827,2024-01-01 00:42:00,0.0
2.5184680454091115,2.7395824358152465,-2.1164609519464888,19.873959523403066,2024-01-01 00:43:00,0.0
1.9902583599895378,1.841579389458079,-2.930060206305275,18.28763728097322,2024-01-01 00:44:00,0.0
2.4299889561949386,2.844332533641038,-1.9818542114819255,20.215961778232973,2024-01-01 00:45:00,0.0
2.619873239219867,3.228784070003145,-2.6886975577965258,21.993875441603592,2024-01-01 00:46:00,0.0
3.4389227813921757,,-3.506776545102503,17.650043415455336,2024-01-01 00:47:00,0.0
3.1422249605545796,3.341886679638564,-2.6892907644463113,16.935257997115816,2024-01-01 00:48:00,0.0
2.148832618646372,3.370611126459873,-4.307201410236366,,2024-01-01 00:49:00,0.0
3.2522119284468713,1.217029579215922,-6.3784454776799375,18.46440076651219,2024-01-01 00:50:00,0.0
2.9573240563448895,3.6773950736829972,-6.740037777749284,20.06349054882394,2024-01-01 00:51:00,0.0
2.870975097919116,2.4206366428105737,,20.6408070412194,2024-01-01 00:52:00,0.0
3.5747184409698582,2.0464589024477133,-9.597423840487288,15.712627542142922,2024-01-01 00:53:00,0.0
3.843695206477842,2.088004978598506,-9.023990048799305,21.379698855317084,2024-01-01 00:54:00,0.0
3.8530192620110135,3.6756615592159783,-8.148016210886727,17.660662994089503,2024-01-01 00:55:00,0.0
3.0268204701338517,3.0687048806223682,-7.359151995034602,19.95530409887062,2024-01-01 00:56:00,0.0
3.3507370139869823,1.6579599947793713,-6.250375334727369,18.68123532912314,2024-01-01 00:57:00,
3.7297505028342894,3.8660971523635417,-5.009241014712567,18.89608597043141,2024-01-01 00:58:00,0.0
4.110526230606636,1.9960559098062947,-7.137831223539498,23.387915879235976,2024-01-01 00:59:00,0.0
3.4416584079241344,3.622556888161654,-6.687419263610032,20.63853504159132,2024-01-01 01:00:00,0.0
3.646762569046096,3.7677654547370785,-7.2170274631795905,21.80937680590718,,0.0
3.2446234682149964,4.460826930689291,-7.964451709170026,20.301882708405486,2024-01-01 01:02:00,
,5.402363172513279,-7.404037076961321,21.240027149309906,2024-01-01 01:03:00,0.0
4.3199995795691235,2.3008687985389935,-9.134332556857073,20.834756724286905,2024-01-01 01:04:00,0.0
4.649598920633217,3.6573692810440077,-10.885441162729393,20.50891228937365,2024-01-01 01:05:00,0.0
3.993059296346459,,-10.251868418647675,22.21431181832936,2024-01-01 01:06:00,0.0
4.5882571963095025,4.230455413081873,-9.764082401136777,20.31301090768854,2024-01-01 01:07:00,0.0
4.324573822456658,4.054925674614138,-9.627349745265267,24.57029714443541,2024-01-01 01:08:00,0.0
3.8782974068155003,3.5286663123206194,-10.507263149988404,21.921063145624874,2024-01-01 01:09:00,0.0
